rank;name;agency;real name;group;age;height;weight;blood type;origin;country;position;industry;gender;curr date;birth date
1138;Yeseo;JTG Entertainment;;Busters;14;157;38;;Incheon;South Korea;Sub-Vocalist, Maknae;K-pop;Female;23.04.2020;22.08.2005
1139;Hyeongseo;JTG Entertainment;;Busters;18;162;43;;Gyeonggi-do;South Korea;Main Vocalist;K-pop;Female;23.04.2020;25.06.2001
1140;Johyun;JTG Entertainment;Shin Ji-won;Berry Good;24;169;45;;Seongnam;South Korea;Main Rapper, Lead Dancer, Vocalist, Visual;K-pop;Female;23.04.2020;14.04.1996
1141;Seoyul;JTG Entertainment;Seo Yu-ri;Berry Good;22;161;45;O;Busan;South Korea;Main Dancer, Lead Vocalist;K-pop;Female;23.04.2020;26.11.1997
1142;Daye;JTG Entertainment;;Berry Good;22;167;46;A;Seoul;South Korea;Lead Vocalist, Rapper;K-pop;Female;23.04.2020;25.02.1998
1143;Sehyung;JTG Entertainment;Kang Se-hyung;Berry Good;21;169;48;B;Seoul;South Korea;Lead Rapper, Vocalist;K-pop;Female;23.04.2020;13.12.1998
1144;Jisoo;JTG Entertainment;;Busters;16;172;48;;Gyeonggi-do;South Korea;Leader;K-pop;Female;23.04.2020;22.11.2003
1145;Taeha;JTG Entertainment;Yoo Joo;Berry Good;24;162;45;A;Gwangju;South Korea;Leader, Main Vocalist, Lead Dancer;K-pop;Female;23.04.2020;05.10.1995
1146;Subin;JTG Entertainment;;Berry Good;25;168;46;B;Seoul;South Korea;Main Dancer, Lead Rapper, Vocalist, Visual;K-pop;Female;23.04.2020;04.09.1994
1147;Gowoon;JTG Entertainment;Moon Yu-jeong;Berry Good;21;166;45;O;Seongnam;South Korea;Main Vocalist, Maknae;K-pop;Female;23.04.2020;28.12.1998
1148;Hwang Hyojin;JT Corea Entertainment;Hwang Hyojin;Oh!Bliss;28;;;;;South Korea;Leader, Vocalist;K-pop;Female;23.04.2020;02.05.1991
1149;Kim Yeon Joo;JT Corea Entertainment;Kim Yeon Joo;Oh!Bliss;26;167;;O;;South Korea;Rapper;K-pop;Female;23.04.2020;11.01.1994
1150;Ryu HyeonJoo;JT Corea Entertainment;Ryu HyeonJoo;Oh!Bliss;25;;;;;South Korea;Main Vocalist;K-pop;Female;23.04.2020;21.08.1994
1151;Kim Seulgi;JT Corea Entertainment;Kim Seulgi;Oh!Bliss;26;;;;;South Korea;Vocalist, Dancer;K-pop;Female;23.04.2020;15.04.1994
1152;In Hwa;JT Corea Entertainment;In Hwa;Oh!Bliss;25;;;;;South Korea;Lead Vocalist, Maknae;K-pop;Female;23.04.2020;19.01.1995
1153;Boun;JSL Company;;TARGET;23;176;;O;;South Korea;Lead Vocalist;K-pop;Male;23.04.2020;25.06.1996
1154;Roi;JSL Company;;TARGET;23;176;55;A;;South Korea;Main Vocalist;K-pop;Male;23.04.2020;12.06.1996
1155;Kyeongha;JSL Company;Lee Kyeong Ha;TST;21;174;57;O;;South Korea;Rapper, Maknae;K-pop;Male;23.04.2020;03.08.1998
1156;Yonghyeon;JSL Company;Kwon Yong Hyeon;TST;23;175;58;AB;;South Korea;Main Vocalist, Maknae;K-pop;Male;23.04.2020;18.12.1996
1157;Junghoon;JSL Company;Lee Jung Hoon;TST;23;175;58;AB;;South Korea;Rapper;K-pop;Male;23.04.2020;18.10.1996
1158;Wooyoung;JSL Company;Choi Woo Yeong;TST;23;178;60;A;;South Korea;Lead Dancer, Vocalist, Rapper;K-pop;Male;23.04.2020;14.05.1996
1159;Yohan;JSL Company;Kim Jung Hwan;TST;28;180;64;O;Ulsan;South Korea;Vocalist;K-pop;Male;23.04.2020;16.04.1992
1160;K;JSL Company;Kim Hyeong In;TST;28;178;63;AB;Gwangju;South Korea;Lead Vocalist;K-pop;Male;23.04.2020;06.05.1991
1161;Ain;JSL Company;Kim A In;TST;26;182;64;O;Chungcheong;South Korea;Leader, Main Dancer, Vocalist;K-pop;Male;23.04.2020;15.02.1994
1162;Woojin;JSL Company;;TARGET;21;176;56;O;;Japan;Lead Rapper, Lead Dancer, Maknae;K-pop;Male;23.04.2020;28.11.1998
1163;Seulchan;JSL Company;;TARGET;26;177;55;AB;;South Korea;Leader, Vocalist, Rapper;K-pop;Male;23.04.2020;25.04.1994
1164;G.I;JSL Company;;TARGET;26;170;50;A;;South Korea;Vocalist, Main Rapper;K-pop;Male;23.04.2020;25.06.1993
1165;Zeth;JSL Company;;TARGET;24;181;59;O;;South Korea;Lead Vocalist, Main Dancer;K-pop;Male;23.04.2020;01.09.1995
1166;Hyun;JSL Company;;TARGET;23;180;60;A;;South Korea;Vocalist, Visual;K-pop;Male;23.04.2020;11.06.1996
1167;Heejae;JJ Holic Media;Yoo Hee Jae;MASC;26;175;62;;;South Korea;Main Rapper, Lead Vocalist;K-pop;Male;23.04.2020;22.02.1994
1168;Woosoo;JJ Holic Media;Woo Young Soo;MASC;30;176;60;B;Busan;South Korea;Leader, Main Vocalist;K-pop;Male;23.04.2020;05.09.1989
1169;Moonbong;JJ Holic Media;Song Moonbong;MASC;21;174;;;;South Korea;Vocalist, Visual, Maknae;K-pop;Male;23.04.2020;08.07.1998
1170;Ireah;JJ Holic Media;;MASC;26;174;63;;;South Korea;Lead Vocalist;K-pop;Male;23.04.2020;25.03.1994
1171;Sangwook;JJ Entertainment;Lee Sangwook;N.TIC;27;182;68;B;;South Korea;Vocalist, Lead Rapper, Main Dancer;K-pop;Male;23.04.2020;14.04.1993
1172;Jion;JJ Entertainment;Kim Jion;N.TIC;33;180;60;B;;South Korea;Leader, Main Vocalist;K-pop;Male;23.04.2020;05.03.1987
1173;Seunghoo;JJ Entertainment;An Myungcheol;N.TIC;25;180;55;;;South Korea;Lead Vocalist, Lead Dancer;K-pop;Male;23.04.2020;03.01.1995
1174;Dowon;JJ Entertainment;Jin Seungwook;N.TIC;22;178;59;O;;South Korea;Lead Vocalist;K-pop;Male;23.04.2020;01.03.1998
1175;Jinseo;JJ Entertainment;Shin Jinseob;N.TIC;23;184;65;;Jeolla-do;South Korea;Main Rapper, Vocalist, Maknae;K-pop;Male;23.04.2020;07.01.1997
1176;Kang Seungchan  ;JFlo Entertainment;;New Kidd;16;179;59;A;;South Korea;Rapper, Vocalist, Maknae;K-pop;Male;23.04.2020;08.08.2003
1177;Woochul  ;JFlo Entertainment;;New Kidd;17;177;54;B;;South Korea;Vocalist;K-pop;Male;23.04.2020;02.10.2002
1178;Hwi  ;JFlo Entertainment;;New Kidd;17;174;53;O;;South Korea;Main Vocalist;K-pop;Male;23.04.2020;26.09.2002
1179;Yunmin  ;JFlo Entertainment;;New Kidd;19;185;61;A;;South Korea;Vice Leader, Lead Dancer, Rapper;K-pop;Male;23.04.2020;26.02.2001
1180;Choi Jiann;JFlo Entertainment;;New Kidd;22;174;63;AB;;South Korea;Vocalist;K-pop;Male;23.04.2020;30.09.1997
1181;Ji Hansol;JFlo Entertainment;;New Kidd;25;184;60;AB;Busan;South Korea;Main Dancer, Vocalist, Rapper, Visual, Center;K-pop;Male;23.04.2020;21.11.1994
1182;Jinkwon  ;JFlo Entertainment;;New Kidd;19;176;53;B;;South Korea;Leader, Vocalist;K-pop;Male;23.04.2020;31.01.2001
1183;Nayoung;Jellyfish Entertainment;Kim Na-young;SEMINA;24;169;50;O;;South Korea;Leader, Main Vocalist, Lead Dancer, Visual;K-pop;Female;23.04.2020;23.11.1995
1184;Haebin;Jellyfish Entertainment;Han Hae-bin;Gugudan;24;168;;;;South Korea;Main Vocalist;K-pop;Female;23.04.2020;16.08.1995
1185;Yongseung  ;Jellyfish Entertainment;Kim Yongseung;VERIVERY;19;178;58;B;;South Korea;Main Dancer, Vocalist;K-pop;Male;23.04.2020;17.06.2000
1186;Kangmin  ;Jellyfish Entertainment;Yoo Kangmin;VERIVERY;17;173;59;O;Busan;South Korea;Lead Dancer, Vocalist, Rapper, Visual, Maknae;K-pop;Male;23.04.2020;25.01.2003
1187;N;Jellyfish Entertainment;Cha Hak Yeon;VIXX;29;180;65;A;Changwon;South Korea;Leader, Main Dancer, Lead Vocalist, Center;K-pop;Male;23.04.2020;30.06.1990
1188;Leo;Jellyfish Entertainment;Jung Taek Woon;VIXX;29;181;59;O;;South Korea;Main Vocalist;K-pop;Male;23.04.2020;10.11.1990
1189;Ken;Jellyfish Entertainment;Lee Jae Hwan;VIXX;28;181;65;AB;Seoul;South Korea;Main Vocalist;K-pop;Male;23.04.2020;06.04.1992
1190;Ravi;Jellyfish Entertainment;Kim Won Shik;VIXX;27;183;65;O;Seoul;South Korea;Main Rapper, Lead Dancer, Vocalist;K-pop;Male;23.04.2020;15.02.1993
1191;Hongbin;Jellyfish Entertainment;Lee Hong Bin;VIXX;26;182;62;B;Seoul;South Korea;Lead Rapper, Vocalist, Visual;K-pop;Male;23.04.2020;29.09.1993
1192;Hyuk;Jellyfish Entertainment;Han Sang Hyuk;VIXX;24;185;62;O;Daejeon;South Korea;Main Dancer, Vocalist, Maknae;K-pop;Male;23.04.2020;05.07.1995
1193;Sejeong;Jellyfish Entertainment;Kim Se-jeong;SEMINA;23;164;48;AB;;South Korea;Main Vocalist;K-pop;Female;23.04.2020;28.08.1996
1194;Mimi;Jellyfish Entertainment;Jung Mi-mi;Gugudan;27;160;;B;;South Korea;Vocalist, Visual;K-pop;Female;23.04.2020;01.01.1993
1195;Hana;Jellyfish Entertainment;Shin Bo-ra;Gugudan;27;163;;A;;South Korea;Leader, Main Dancer, Vocalist, Rapper, Visual, Center;K-pop;Female;23.04.2020;30.04.1993
1196;Nayoung;Jellyfish Entertainment;Kim Na-young;Gugudan;24;169;50;O;;South Korea;Lead Vocalist, Rapper, Visual;K-pop;Female;23.04.2020;23.11.1995
1197;Soyee;Jellyfish Entertainment;Jang So-jin;Gugudan;23;172;;;Gwangju;South Korea;Main Vocalist;K-pop;Female;23.04.2020;21.11.1996
1198;Mina;Jellyfish Entertainment;Kang Mi-na;SEMINA;20;162;48;O;Jeju Island;South Korea;Main Rapper, Main Dancer, Vocalist, Maknae;K-pop;Female;23.04.2020;04.12.1999
1199;Dongheon;Jellyfish Entertainment;Lee Dongheon;VERIVERY;24;179;58;B;Andong City;South Korea;Leader, Main Rapper, Lead Dancer;K-pop;Male;23.04.2020;04.08.1995
1200;Hoyoung;Jellyfish Entertainment;Bae Hoyoung;VERIVERY;21;178;54;A;;South Korea;Lead Rapper, Lead Dancer;K-pop;Male;23.04.2020;10.08.1998
1201;Minchan;Jellyfish Entertainment;Hong Minchan;VERIVERY;21;181;58;A;Chungcheongnam-do Province;South Korea;Lead Vocalist, Visual;K-pop;Male;23.04.2020;16.09.1998
1202;Hyeyeon;Jellyfish Entertainment;Cho Hye-yeon;Gugudan;19;165;;O;Gwangju;South Korea;Lead Dancer, Lead Vocalist, Rapper, Maknae;K-pop;Female;23.04.2020;05.08.2000
1203;Mina;Jellyfish Entertainment;Kang Mi-na;Gugudan;20;162;48;O;Jeju Island;South Korea;Main Rapper, Main Dancer, Vocalist, Maknae;K-pop;Female;23.04.2020;04.12.1999
1204;Yeonho;Jellyfish Entertainment;Ju Yeonho;VERIVERY;19;176;57;A;Gyeonggi-do Province;South Korea;Main Vocalist;K-pop;Male;23.04.2020;31.05.2000
1205;Sally;Jellyfish Entertainment;Liu Xie Ning;Gugudan;23;165;;;;China;Lead Dancer, Lead Rapper, Vocalist;K-pop;Female;23.04.2020;23.10.1996
1206;Sejeong;Jellyfish Entertainment;Kim Se-jeong;Gugudan;23;164;48;AB;;South Korea;Main Vocalist;K-pop;Female;23.04.2020;28.08.1996
1207;Gyehyeon;Jellyfish Entertainment;Jo Gyehyeon;VERIVERY;20;177;57;B;Gyeonggi-do Province;South Korea;Lead Vocalist;K-pop;Male;23.04.2020;14.05.1999
1208;Anna;Jeinain Entertainment;;Maywish;25;162;;A;;South Korea;Vocalist;K-pop;Female;23.04.2020;07.01.1995
1209;Hyoin;Jeinain Entertainment;;Maywish;24;164;;O;;South Korea;Vocalist;K-pop;Female;23.04.2020;09.03.1996
1210;Jelly;Jeinain Entertainment;;Maywish;22;168;;O;;South Korea;Vocalist;K-pop;Female;23.04.2020;05.12.1997
1211;Soeun;Jeinain Entertainment;;Maywish;22;164;;O;;South Korea;Main Dancer, Vocalist, Maknae;K-pop;Female;23.04.2020;26.01.1998
1212;Jonggil;JARMY Entertainment;Kim Jonggil;W24;27;179;63;AB;;South Korea;Leader, Drummer;K-pop;Male;23.04.2020;22.08.1992
1213;Howon;JARMY Entertainment;Jung Howon;W24;27;173;53;A;;South Korea;Vocalist;K-pop;Male;23.04.2020;27.10.1992
1214;Yunsoo;JARMY Entertainment;Kim Yunsoo;W24;24;182;64;B;;South Korea;Guitarist;K-pop;Male;23.04.2020;15.08.1995
1215;Aaron;JARMY Entertainment;Park Aaron;W24;24;175;55;B;;South Korea;Keyboardist;K-pop;Male;23.04.2020;19.06.1995
1216;Jiwon;JARMY Entertainment;Park Jiwon;W24;23;177;58;O;;South Korea;Bassist, Maknae;K-pop;Male;23.04.2020;23.12.1996
1217;Yina;Jang Entertainment;Ryu Yina;AiRiSU;20;169;;;;South Korea;Vocalist, Maknae;K-pop;Female;23.04.2020;24.10.1999
1218;Eunbi;Jang Entertainment;Kim Eunbi;AiRiSU;24;165;47;;;South Korea;Vocalist;K-pop;Female;23.04.2020;10.10.1995
1219;Eunji;Jang Entertainment;Kwon Eunji;AiRiSU;23;172;;;;South Korea;Vocalist;K-pop;Female;23.04.2020;23.07.1996
1220;HanU;Jang Entertainment;Choi Ji Hyun;AiRiSU;31;164;45;;;South Korea;Leader, Vocalist;K-pop;Female;23.04.2020;23.01.1989
1221;Rihan;Jackie Chan Group Korea;Kim Chanyul;JJCC;28;186;66;;Gwangju;South Korea;Vocalist, Visual;K-pop;Male;23.04.2020;27.02.1992
1222;Simba;Jackie Chan Group Korea;Kim Youngjin;JJCC;27;184;66;O;Suwon;South Korea;Leader, Lead Rapper, Vocalist;K-pop;Male;23.04.2020;30.06.1992
1223;Hajun / H-Jun;Jackie Chan Group Korea;Ha Joonyoung;JJCC;33;186;65;A;Busan;South Korea;Lead Rapper, Vocalist;K-pop;Male;23.04.2020;13.03.1987
1224;Eddy;Jackie Chan Group Korea;Edward Young Oh / Oh Jongseok;JJCC;29;177;65;O;;South Korea;Main Vocalist, Visual;K-pop;Male;23.04.2020;07.07.1990
1225;Prince Mak;Jackie Chan Group Korea;Mai Heng Li /Henry Mak;JJCC;29;179;60;B;;South Korea;Main Dancer, Lead Vocalist;K-pop;Male;23.04.2020;24.05.1990
1226;Sanchung;Jackie Chan Group Korea;Choi Hadon;JJCC;26;180;65;B;Daegu;South Korea;Main Rapper, Vocalist, Maknae;K-pop;Male;23.04.2020;14.05.1993
1227;Noah;Jackie Chan Group Korea;Dae Hwan;JJCC;28;183;63;;Gwangju;South Korea;Lead Vocalist, Rapper;K-pop;Male;23.04.2020;17.04.1992
1228;Mir;J. Tune Camp;Bang Cheolyong;MBLAQ;29;178;63;A;;South Korea;Main Rapper, Vocalist, Maknae;K-pop;Male;23.04.2020;10.03.1991
1229;G.O;J. Tune Camp;Jung Byunghee;MBLAQ;32;177;65;A;;South Korea;Main Vocalist;K-pop;Male;23.04.2020;06.11.1987
1230;Seungho;J. Tune Camp;Yang Seungho;MBLAQ;32;176;63;A;;South Korea;Leader, Main Dancer, Lead Vocalist;K-pop;Male;23.04.2020;16.10.1987
1231;Dojoon;J&Star Company;Park Dojoon;The Rose;27;175;64;O;Busan;South Korea;Main Vocalist, Keyboardist,;K-pop;Male;23.04.2020;20.04.1993
1232;Woosung Or Sammy;J&Star Company;Kim Woosung;The Rose;27;179;65;A;;South Korea;Leader, Lead Vocalist,;K-pop;Male;23.04.2020;25.02.1993
1233;Hajoon;J&Star Company;;The Rose;25;181;65;B;;South Korea;Maknae, Bassist, Sub Vocalist, Visual;K-pop;Male;23.04.2020;03.11.1994
1234;Bokeun;J Star Entertainment;Kim Bok Eun;Signal;25;174;58;AB;;South Korea;Rapper;K-pop;Male;23.04.2020;12.10.1994
1235;Youngho;J Star Entertainment;Noh Young Ho;Signal;27;179;;O;;South Korea;;K-pop;Male;23.04.2020;23.03.1993
1236;Gihwan;J Star Entertainment;Kim Gi Hwan;Signal;26;181;60;;;South Korea;Main Dancer;K-pop;Male;23.04.2020;24.11.1993
1237;Kyuhwan;J Star Entertainment;Lee Kyu Hwan;Signal;25;187;68;;;South Korea;Main Vocalist;K-pop;Male;23.04.2020;18.09.1994
1238;Allan;Inter BD Entertainment;Choi Euncheol;D.I.P;26;;;;;South Korea;Leader, Main Dancer;K-pop;Male;23.04.2020;17.07.1993
1239;Garam;Inter BD Entertainment;Kim Garam;D.I.P;;;;;;South Korea;Vocalist, Maknae;K-pop;Male;23.04.2020;
1240;Maru;Inter BD Entertainment;Kim Jiwon;D.I.P;;173;56;;;South Korea;Rapper;K-pop;Male;23.04.2020;
1241;Suhyun;INNO-K Entertainment;Bae Suhyun;AZM;;168;49;O;;South Korea;Lead Vocalist, Maknae;K-pop;Female;23.04.2020;
1242;Lok;INNO-K Entertainment;;AZM;24;168;;O;;South Korea;Vocalist;K-pop;Female;23.04.2020;31.12.1995
1243;Youkyung;INNO-K Entertainment;Go Youkyung;AZM;;160;43;B;;South Korea;Main Vocalist, Visual, Rapper;K-pop;Female;23.04.2020;
1244;Eunji;INNO-K Entertainment;Sung Eunji;AZM;;166;46;O;;South Korea;Leader, Lead Vocalist;K-pop;Female;23.04.2020;
1245;Sungwook;INAKIST Entertainment;Gwak Sung Wook;BUILD UP;21;177;62;A;;South Korea;Sub Vocalist;K-pop;Male;23.04.2020;16.12.1998
1246;Minjun;INAKIST Entertainment;Hwang Min Jun;BUILD UP;20;183;65;B;;South Korea;Sub Vocalist, Maknae;K-pop;Male;23.04.2020;19.01.2000
1247;Doram;INAKIST Entertainment;Go Do Ram;BUILD UP;25;;;;;South Korea;Main Vocalist;K-pop;Male;23.04.2020;10.01.1995
1248;Jihyeok;INAKIST Entertainment;So Ji Hyeok;BUILD UP;24;;;A;;South Korea;Leader, Vocalist;K-pop;Male;23.04.2020;13.02.1996
1249;Yoobi;INAKIST Entertainment;Jung Yoo Bi;BUILD UP;23;173;59;A;;South Korea;Lead Vocalist;K-pop;Male;23.04.2020;11.12.1996
1250;Jeonggyu;INAKIST Entertainment;Kim Jeong Gyu;BUILD UP;;;;;;South Korea;Rapper;K-pop;Male;23.04.2020;
1251;Woonsub;In Media Entertainment;Kwak Woonsub;PLATINUM;23;174;;;;South Korea;Main Vocalist;K-pop;Male;23.04.2020;04.04.1997
1252;Haegie;In Media Entertainment;Lee Sangmin;PLATINUM;22;170;;;;South Korea;Vocalist, Rapper, Lead Dancer;K-pop;Male;23.04.2020;07.07.1997
1253;Sunmin;In Media Entertainment;Yoo Sunmin;PLATINUM;19;176;;;;South Korea;Vocalist, Lead Dancer, Maknae;K-pop;Male;23.04.2020;26.08.2000
1254;RA.L;In Media Entertainment;Lee Sanghoon;PLATINUM;20;185;;;;South Korea;Lead Rapper;K-pop;Male;23.04.2020;31.05.1999
1255;Jess;In Media Entertainment;Oh Youngseok;PLATINUM;24;171.5;;;;South Korea;Leader, Lead Vocalist, Main Dancer;K-pop;Male;23.04.2020;23.09.1995
1256;Hajin;In Media Entertainment;Kim Hobin;PLATINUM;24;181;;;;South Korea;Vocalist, Visual;K-pop;Male;23.04.2020;15.02.1996
1257;Chabin;In Media Entertainment;Choi Junsung;PLATINUM;22;173;;;;South Korea;Main Rapper, Lead Dancer;K-pop;Male;23.04.2020;17.11.1997
1258;Lara;iMe KOREA;Moon Sinae;Dreamnote;19;161;44;;;South Korea;Main Vocalist;K-pop;Female;23.04.2020;09.08.2000
1259;Miso;iMe KOREA;Jeon Jimin;Dreamnote;19;160;43;;;South Korea;Main Vocalist, Rapper;K-pop;Female;23.04.2020;25.10.2000
1260;Eunjo;iMe KOREA;Park Eunjo;Dreamnote;18;164;46;;;South Korea;Vocalist, Rapper, Visual, Maknae;K-pop;Female;23.04.2020;07.03.2002
1261;Sumin;iMe KOREA;Park Sumin;Dreamnote;18;166;46;;;South Korea;Main Rapper, Main Dancer, Vocalist, Center, Face Of The Group;K-pop;Female;23.04.2020;07.09.2001
1262;Youi;iMe KOREA;Kim Jihyeon;Dreamnote;20;163;45;;;South Korea;Leader, Lead Dancer, Lead Vocalist;K-pop;Female;23.04.2020;24.04.2000
1263;Boni;iMe KOREA;Choi Euijeong;Dreamnote;20;160;45;;;South Korea;Lead Vocalist, Lead Rapper, Dancer;K-pop;Female;23.04.2020;30.10.1999
1264;Eunjin;Illusion Entertainment;Moon Eunjin;Highteen;21;168;47;B;;South Korea;Main Vocalist;K-pop;Female;23.04.2020;05.11.1998
1265;Hyebin;Illusion Entertainment;Im Hyebin;Highteen;20;169;47;B;;South Korea;Main Dancer, Lead Vocalist;K-pop;Female;23.04.2020;10.11.1999
1266;SeA;Illusion Entertainment;Kim Sujeong;Highteen;20;165;44;AB;;South Korea;Main Rapper, Sub-Vocalist, Maknae;K-pop;Female;23.04.2020;05.12.1999
1267;Lee Seul;Illusion Entertainment;Lee Seul;Highteen;19;168;;B;;South Korea;Rapper, Vocalist, Maknae;K-pop;Female;23.04.2020;10.02.2001
1268;Hyejoo;Illusion Entertainment;Park Hyun-joo;Highteen;21;166;46;B;;South Korea;Leader, Sub-Vocalist;K-pop;Female;23.04.2020;12.01.1999
1269;Kibeom;Hyunda Company;;LST;26;176;;;;South Korea;Vocalist;K-pop;Male;23.04.2020;27.03.1994
1270;Sunwoo;Hyunda Company;;LST;24;176;;;;South Korea;Rapper;K-pop;Male;23.04.2020;11.09.1995
1271;Jigu;Hyunda Company;;LST;23;179;;;;South Korea;Vocalist;K-pop;Male;23.04.2020;24.09.1996
1272;JN;Hyunda Company;;LST;23;181;;;;South Korea;Vocalist;K-pop;Male;23.04.2020;07.02.1997
1273;Gabin;Hyunda Company;;LST;;;;;;South Korea;Vocalist;K-pop;Male;23.04.2020;
1274;Gangbi;Hyunda Company;;LST;;;;;;South Korea;Main Dancer, Vocalist;K-pop;Male;23.04.2020;
1275;Dongkwon;Hyunda Company;;LST;27;182;;;;South Korea;Leader, Main Vocalist;K-pop;Male;23.04.2020;09.06.1992
1276;Sungmin;Hyeyoom Entertainment;Oh Sung Min;Bigflo;29;;;;;South Korea;Lead Vocalist;K-pop;Male;23.04.2020;31.12.1990
1277;Euijin;Hyeyoom Entertainment;Lee Eui-jin;Bigflo;30;171;76;;;South Korea;Leader, Vocalist, Lead Rapper, Main Dancer;K-pop;Male;23.04.2020;15.02.1990
1278;Lex;Hyeyoom Entertainment;Jeon Hyungmin;Bigflo;27;176;60;A;;South Korea;Main Vocalist;K-pop;Male;23.04.2020;12.01.1993
1279;Hojoon;Hunus Entertainment;Jeon Ho Joon;XENO-T;;173;55;;Gwangju;South Korea;Lead Vocalist, Lead Dancer;K-pop;Male;23.04.2020;
1280;Hyeseong;Hunus Entertainment;Yang Hye-sun;ELRIS;20;167;49;B;Jeolla;South Korea;Lead Vocalist, Lead Dancer;K-pop;Female;23.04.2020;15.10.1999
1281;Sangwon;Hunus Entertainment;Seo Sang Won;XENO-T;24;178;58;;Seoul;South Korea;Main Rapper, Vocalist, Maknae;K-pop;Male;23.04.2020;27.09.1995
1282;Xero;Hunus Entertainment;Shin Ji Ho;XENO-T;26;181;61;;Gwangju;South Korea;Main Dancer, Rapper, Vocalist, Visual;K-pop;Male;23.04.2020;03.02.1994
1283;B-Joo;Hunus Entertainment;Kim Byung Joo;XENO-T;26;175;55;;Seoul;South Korea;Lead Dancer, Vocalist;K-pop;Male;23.04.2020;08.01.1994
1284;Yu Sang-do;Hunus Entertainment;Yu Sang-do;XENO-T;27;181;63;;Incheon;South Korea;Leader, Main Vocalist;K-pop;Male;23.04.2020;02.03.1993
1285;Karin  ;Hunus Entertainment;Min Ka-rin;ELRIS;18;170;49;O;;South Korea;Lead Vocalist, Lead Rapper, Maknae;K-pop;Female;23.04.2020;05.01.2002
1286;Sohee;Hunus Entertainment;Kim So-hee;ELRIS;20;163;46;A;Incheon;South Korea;Main Vocalist, Lead Dancer, Visual;K-pop;Female;23.04.2020;31.12.1999
1287;Yukyung  ;Hunus Entertainment;Lee Yu-kyung;ELRIS;20;156;37;B;Seoul;South Korea;Main Dancer, Vocalist;K-pop;Female;23.04.2020;05.11.1999
1288;Bella;Hunus Entertainment;Choi Yoon-ah;ELRIS;21;163;40;B;Incheon;South Korea;Leader, Main Rapper, Vocalist;K-pop;Female;23.04.2020;02.02.1999
1289;Da Hye;HS Entertainment;Jang Da Hye;I.C.E;26;165;45;;Iksan;South Korea;Vocalist, Rapper;K-pop;Female;23.04.2020;13.04.1994
1290;Minju;HS Entertainment;Jung Minju;I.C.E;22;171;46;;Busan;South Korea;Vocalist, Maknae;K-pop;Female;23.04.2020;04.08.1997
1291;Kimmi;HS Entertainment;Kim Eun Mi;I.C.E;30;169;49;;Seongnam;South Korea;Leader, Vocalist, Rapper;K-pop;Female;23.04.2020;26.03.1990
1292;Yundong;Hight Start Entertainment;Kim Yoon Dong;Halo;;176;60;A;;South Korea;Rapper, Vocalist, Dancer,Maknae;K-pop;Male;23.04.2020;
1293;Heechun;Hight Start Entertainment;Kim Hee Cheon;Halo;25;186;60;B;Seoul;South Korea;Lead Vocalist, Dancer;K-pop;Male;23.04.2020;02.09.1994
1294;Ooon;Hight Start Entertainment;Jung Young Hoon;Halo;27;180;64;B;Seoul;South Korea;Leader, Main Dancer, Vocalist;K-pop;Male;23.04.2020;15.01.1993
1295;Inhaeng;Hight Start Entertainment;Lee In Haeng;Halo;28;186;67;O;Nowon;South Korea;Main Rapper;K-pop;Male;23.04.2020;21.04.1992
1296;Dino;Hight Start Entertainment;Jo Sung Ho;Halo;29;176;65;O;Busan;South Korea;Main Vocalist;K-pop;Male;23.04.2020;25.12.1990
1297;Jaeyong;Hight Start Entertainment;Kim Jae Yong;Halo;26;185;70;O;Goyang;South Korea;Vocalist, Visual;K-pop;Male;23.04.2020;13.02.1994
1298;Byeoljji;HI Entertainment;Kim Byeoljji;MIDNIGHT;19;;;;;South Korea;Maknae, Lead Vocalist, Lead Rapper;K-pop;Female;23.04.2020;03.01.2001
1299;A-Hyun;HI Entertainment;Hong Ahyeon;MIDNIGHT;20;;;;;South Korea;Vocalist, Dancer;K-pop;Female;23.04.2020;24.08.1999
1300;Yunu;HI Entertainment;Lee Yoonwoo;MIDNIGHT;23;172;59;;Seoul;South Korea;Vocalist;K-pop;Female;23.04.2020;12.07.1996
1301;Seungeun;HI Entertainment;Kim Seungeun;MIDNIGHT;25;;;;;South Korea;Vocalist;K-pop;Female;23.04.2020;11.02.1995
1302;Danvvb;HI Entertainment;Park Danbi;MIDNIGHT;23;;;;;South Korea;Leader, Main Rapper;K-pop;Female;23.04.2020;10.07.1996
1303;Woo Jinyoung;HF Music Company;Woo Jinyoung;HNB;22;171;52;AB;;South Korea;Main Rapper, Vocalist, Center;K-pop;Male;23.04.2020;31.05.1997
1304;Won Hyunsik;HF Music Company;Won Hyunsik;HNB;22;175;55;A;;South Korea;Lead Vocalist;K-pop;Male;23.04.2020;02.09.1997
1305;Park Woodam;HF Music Company;Park Woodam;HNB;24;173;57;;;South Korea;Main Vocalist;K-pop;Male;23.04.2020;02.08.1995
1306;Jung Yoojun;HF Music Company;Jung Minhwan;HNB;24;178;;O;;South Korea;Lead Vocalist;K-pop;Male;23.04.2020;26.07.1995
1307;Kim Junhyeong;HF Music Company;Kim Junhyeong;HNB;23;180;60;O;;South Korea;Main Rapper, Vocalist;K-pop;Male;23.04.2020;09.02.1997
